sample_id,rainfall_mm_per_hour,elevation_meters,soil_saturation,impassable_within_two_hours,synthetic
syn-01268,119.91486,20.52660,0.3940530,1,True
syn-01269,0.48098,23.83757,0.8369671,0,True
syn-01270,27.54303,22.24903,0.5009964,0,True
syn-01271,57.74694,14.53087,0.6151778,1,True
syn-01272,5.43127,8.89155,0.4517210,0,True
syn-01273,49.42781,6.07238,0.3811561,1,True
syn-01274,10.92535,6.88676,0.2672043,0,True
syn-01275,21.16376,3.39893,0.5410678,0,True
syn-01276,94.50736,15.58734,0.9160180,1,True
syn-01277,24.90913,18.00331,0.4365593,0,True
syn-01278,18.92845,11.31482,0.7151036,0,True
syn-01279,30.64730,20.98745,0.8719467,0,True
syn-01280,43.31305,16.67929,0.7818277,1,True
syn-01281,62.16710,0.00000,0.3381453,1,True
syn-01282,43.04768,23.71070,0.5441028,0,True
syn-01283,15.00638,23.14552,0.5553795,0,True
syn-01284,17.39934,34.31807,0.7758757,0,True
syn-01285,9.23326,13.91084,0.2981593,0,True
syn-01286,43.59797,9.94524,0.6862941,0,True
syn-01287,23.46077,13.71224,0.5607253,0,True
syn-01288,14.36684,25.40964,0.4158965,0,True
syn-01289,66.86989,22.06742,0.6279332,0,True
syn-01290,126.40572,17.37488,0.5936351,1,True
syn-01291,47.45068,17.32396,0.4441327,0,True
syn-01292,58.70449,15.11745,0.4144020,1,True
syn-01293,57.05030,0.00000,0.7242314,1,True
syn-01294,43.22895,10.38224,0.4415220,0,True
syn-01295,5.73537,10.22450,0.7954948,0,True
syn-01296,63.78018,18.02328,0.4884808,1,True
syn-01297,2.18938,6.79964,0.7744880,0,True
syn-01298,36.49102,2.60668,0.8979054,1,True
syn-01299,36.95419,18.45795,0.2523595,1,True
syn-01300,35.74519,21.54547,0.1151032,0,True
syn-01301,43.89833,9.09503,0.7446917,1,True
syn-01302,10.83093,20.59166,0.4025055,0,True
syn-01303,87.09714,13.83091,0.7607859,0,True
syn-01304,55.64706,25.73037,0.3603840,0,True
syn-01305,39.73867,10.60512,0.4066743,0,True
syn-01306,27.86663,20.10236,0.6379731,0,True
syn-01307,90.75816,1.35724,0.3807328,1,True
syn-01308,25.78797,15.83465,0.2524322,0,True
syn-01309,19.89724,30.55409,0.8512219,0,True
syn-01310,46.81875,1.21625,0.6862379,0,True
syn-01311,35.13366,9.36708,0.3029367,1,True
syn-01312,140.00000,31.45071,0.2280369,1,True
syn-01313,24.12045,19.12622,0.6718890,1,True
syn-01314,71.73336,17.59185,0.5047653,0,True
syn-01315,34.48527,14.78757,0.4080383,0,True
syn-01316,8.00826,4.81699,0.6569895,1,True
syn-01317,22.19809,10.63326,0.8352275,1,True
syn-01318,61.56448,3.80345,0.8054507,1,True
syn-01319,18.90943,18.62740,0.7133616,0,True
syn-01320,60.80676,18.86620,0.8621355,1,True
syn-01321,58.52196,14.78358,0.4313310,0,True
syn-01322,11.53025,16.93006,0.1907639,0,True
syn-01323,37.45161,10.89825,0.6428468,1,True
syn-01324,5.94086,12.34607,0.7787355,0,True
syn-01325,8.62513,13.71560,0.8567355,0,True
syn-01326,76.26102,16.10111,0.5958531,1,True
syn-01327,54.19992,27.40100,0.4148483,0,True
syn-01328,32.53661,15.64379,0.7238120,0,True
syn-01329,44.57986,14.29824,0.6687770,0,True
syn-01330,14.23824,9.50511,0.8175341,0,True
syn-01331,50.17482,17.34581,0.6628491,1,True
syn-01332,42.14943,0.00000,0.3463835,0,True
syn-01333,69.14145,9.22542,0.5462341,0,True
syn-01334,11.77830,0.00000,0.5921084,1,True
syn-01335,76.11877,13.56340,0.2753721,1,True
syn-01336,74.28201,17.64256,0.4756683,0,True
syn-01337,12.17923,20.57660,0.2577753,0,True
syn-01338,44.48323,17.55425,0.1160897,0,True
syn-01339,43.54747,9.03159,0.4051501,0,True
syn-01340,37.29007,6.63870,0.6982003,1,True
syn-01341,34.48463,31.46686,0.2041278,0,True
syn-01342,33.58242,2.05144,0.7973809,1,True
syn-01343,140.00000,3.41460,0.8984411,1,True
syn-01344,18.91227,0.62968,0.5272585,0,True
syn-01345,10.92521,0.00000,0.4885336,1,True
syn-01346,45.13860,4.35211,0.2746854,1,True
syn-01347,39.52859,19.98784,0.3123912,0,True
syn-01348,32.47182,2.32484,0.7709871,0,True
syn-01349,47.35955,10.20644,0.4032845,0,True
syn-01350,56.54215,8.10281,0.8186381,0,True
syn-01351,54.15577,14.19930,0.1474678,1,True
syn-01352,67.84495,19.25406,0.1861025,1,True
syn-01353,64.98873,0.00000,0.7709917,1,True
syn-01354,9.72528,36.03453,0.5756626,0,True
syn-01355,48.52505,11.77280,0.6140791,0,True
syn-01356,21.13376,11.07234,0.5246004,0,True
syn-01357,26.21053,19.46227,0.9053280,1,True
syn-01358,28.23356,11.85827,0.5051894,1,True
syn-01359,25.46693,8.77538,0.4050069,0,True
syn-01360,13.35803,0.00000,0.8028634,1,True
syn-01361,54.50989,11.37151,0.9400442,1,True
syn-01362,21.06572,0.00000,0.6356666,0,True
syn-01363,41.13255,17.28283,0.6922262,0,True
syn-01364,17.82972,9.49049,0.1591636,0,True
syn-01365,68.02328,4.65765,0.6628265,1,True
syn-01366,28.85859,0.00000,0.5737783,1,True
syn-01367,93.86692,27.28461,0.3875962,1,True
syn-01368,25.72979,15.46879,0.8362734,0,True
syn-01369,34.33679,5.74099,0.1647464,0,True
syn-01370,32.90453,3.91560,0.3961885,0,True
syn-01371,63.69480,16.74706,0.5976540,0,True
syn-01372,12.53327,11.39676,0.5865636,0,True
syn-01373,70.94914,3.85242,0.4813313,0,True
syn-01374,92.74038,19.72406,0.2245229,0,True
syn-01375,125.13155,19.60359,0.3016676,1,True
syn-01376,15.95056,6.80679,0.6372505,0,True
syn-01377,40.62092,0.00000,0.7040610,0,True
syn-01378,20.43610,22.62482,0.6852429,0,True
syn-01379,40.08654,19.05149,0.5463943,0,True
syn-01380,100.03620,19.89113,0.1192324,0,True
syn-01381,38.60007,10.08280,0.5057948,0,True
syn-01382,33.22719,11.21202,0.5397189,0,True
syn-01383,41.78717,2.11072,0.3753652,0,True
syn-01384,21.42227,23.63366,0.6772295,0,True
syn-01385,10.17957,24.70399,0.7043386,0,True
syn-01386,54.94108,4.58698,0.7692854,1,True
syn-01387,116.38824,26.54859,0.3784457,0,True
syn-01388,10.10103,16.05128,0.8427746,1,True
syn-01389,77.11522,16.07441,0.2370843,0,True
syn-01390,28.06048,10.84829,0.2760790,0,True
syn-01391,52.81021,10.61415,0.2264923,0,True
syn-01392,69.37386,0.37245,0.8868303,1,True
syn-01393,14.03370,9.82081,0.6266211,0,True
syn-01394,112.50732,11.49105,0.9584424,1,True
syn-01395,35.26680,30.44037,0.3380205,0,True
syn-01396,37.95535,20.93566,0.9366747,1,True
syn-01397,46.34915,17.51697,0.6390427,0,True
syn-01398,30.13123,4.19250,0.5718793,0,True
syn-01399,13.02473,16.15620,0.4033356,0,True
syn-01400,34.96593,12.72215,0.2607636,0,True
syn-01401,79.16511,12.21836,0.6445470,1,True
syn-01402,41.02136,20.98651,0.7850159,0,True
syn-01403,40.43585,0.00000,0.7047679,1,True
syn-01404,54.71345,4.13632,0.8639441,1,True
syn-01405,19.84831,11.24711,0.6587584,0,True
syn-01406,53.51587,17.45691,0.3884292,0,True
syn-01407,7.12594,12.57504,0.3773082,0,True
syn-01408,64.13550,0.00000,0.2429070,1,True
syn-01409,28.42823,22.67139,0.6622565,0,True
syn-01410,83.87375,2.16290,0.7501453,1,True
syn-01411,13.06163,8.11795,0.8091654,1,True
syn-01412,14.32006,17.13173,0.8019201,0,True
syn-01413,55.71357,22.57111,0.7177664,1,True
syn-01414,131.09256,13.67730,0.3455346,1,True
syn-01415,43.80792,9.57996,0.8256018,1,True
syn-01416,32.33256,17.62303,0.5705185,0,True
syn-01417,31.90844,13.36925,0.2615285,0,True
syn-01418,36.60014,23.94982,0.4986689,0,True
syn-01419,80.26589,15.17449,0.6402317,1,True
syn-01420,36.36549,9.69883,0.6593373,0,True
syn-01421,58.99306,15.42800,0.6007751,0,True
syn-01422,59.09520,14.60863,0.7926174,1,True
syn-01423,137.00984,8.13332,0.6025627,1,True
syn-01424,10.84937,15.36252,0.6551377,0,True
syn-01425,25.37160,19.25653,0.8167475,0,True
syn-01426,24.58716,17.15667,0.6705627,0,True
syn-01427,27.89020,16.19641,0.5796450,1,True
syn-01428,46.86027,3.60317,0.6360034,0,True
syn-01429,58.81734,13.83265,0.5823674,0,True
syn-01430,52.75150,21.78341,0.3155558,0,True
syn-01431,60.31211,11.32928,0.5244510,1,True
syn-01432,43.75613,0.00000,0.5793086,1,True
syn-01433,23.60383,9.91185,0.5093001,1,True
syn-01434,29.55992,7.31760,0.1856696,0,True
syn-01435,21.69778,26.86693,0.8155175,1,True
syn-01436,25.33793,25.78007,0.8829682,0,True
syn-01437,66.12226,8.45307,0.3708463,1,True
syn-01438,23.05133,7.47009,0.8732066,0,True
syn-01439,38.50604,22.25057,0.4802508,0,True
syn-01440,23.62528,17.68916,0.8319000,1,True
syn-01441,19.05000,0.00000,0.0642323,0,True
syn-01442,44.62999,6.11355,0.5339637,0,True
syn-01443,30.61191,16.61082,0.7502191,1,True
syn-01444,37.53596,10.72980,0.4458418,0,True
syn-01445,17.84774,29.74870,0.6987354,0,True
syn-01446,37.03561,25.25956,0.9180156,1,True
syn-01447,38.72545,2.03003,0.4036978,1,True
syn-01448,33.23772,26.61217,0.8348746,0,True
syn-01449,140.00000,9.99084,0.5048956,1,True
syn-01450,10.16766,15.44273,0.4868016,0,True
syn-01451,28.88501,10.99882,0.8503969,1,True
syn-01452,68.07946,24.30620,0.7935350,0,True
syn-01453,69.61126,21.75863,0.3307256,0,True
syn-01454,140.00000,8.38222,0.6596504,0,True
syn-01455,116.01810,15.93637,0.4840330,1,True
syn-01456,14.19520,0.00000,0.8338357,0,True
syn-01457,30.40628,0.00000,0.3975455,0,True
syn-01458,80.49030,15.74076,0.9455408,1,True
syn-01459,26.56508,23.73669,0.0649019,0,True
syn-01460,48.05646,16.20183,0.9755886,0,True
syn-01461,34.88003,23.90676,0.6058999,0,True
syn-01462,63.31643,7.70139,0.9186532,1,True
syn-01463,57.82761,8.00989,0.3300898,0,True
syn-01464,49.85649,22.63955,0.5210630,0,True
syn-01465,76.40848,0.00000,0.5556903,1,True
syn-01466,66.98971,0.00000,0.3161380,0,True
syn-01467,55.57723,12.82836,0.2990974,0,True
syn-01468,32.38173,13.42069,0.5398601,0,True
syn-01469,72.20985,21.37779,0.2726761,0,True
syn-01470,49.00718,31.52159,0.7789542,0,True
syn-01471,39.36407,24.45683,0.6939614,0,True
syn-01472,24.68742,0.00000,0.7255264,1,True
syn-01473,16.70414,2.19259,0.7778472,1,True
syn-01474,18.69748,14.65148,0.6616127,0,True
syn-01475,15.09079,17.95434,0.3245895,0,True
syn-01476,26.20287,14.32004,0.8649395,0,True
syn-01477,32.92868,0.00000,0.2142617,0,True
syn-01478,27.40407,25.70393,0.8812845,0,True
syn-01479,76.80270,6.57200,0.1393923,1,True
syn-01480,14.04414,10.98500,0.3355742,0,True
syn-01481,113.43795,14.23735,0.3571702,0,True
syn-01482,68.06123,39.28575,0.5725366,1,True
syn-01483,60.91973,0.20115,0.8077384,1,True
syn-01484,42.95206,17.92507,0.7663698,1,True
syn-01485,42.49942,9.44270,0.6584162,1,True
syn-01486,40.17921,7.78754,0.6736839,0,True
syn-01487,97.07606,3.63590,0.7566670,1,True
syn-01488,32.89680,19.96544,0.7211516,0,True
syn-01489,11.84158,13.91146,0.1252080,0,True
syn-01490,46.90099,26.31294,0.6740955,0,True
syn-01491,20.52947,4.17967,0.6480834,1,True
syn-01492,21.76083,3.70032,0.6858741,1,True
syn-01493,63.34943,14.60861,0.5335744,1,True
syn-01494,9.67039,16.97914,0.3749872,0,True
syn-01495,33.54315,16.64721,0.8692733,0,True
syn-01496,23.52555,16.97656,0.3057612,0,True
syn-01497,36.04723,22.05138,0.7586432,0,True
syn-01498,107.77868,2.08700,0.6320254,1,True
syn-01499,140.00000,0.00000,0.4498371,1,True
syn-01500,45.69199,19.91632,0.7513164,0,True
syn-01501,26.00713,9.24095,0.6979851,0,True
syn-01502,33.25419,20.22643,0.7569498,0,True
syn-01503,66.76884,19.00997,0.5469694,0,True
syn-01504,77.26085,9.93050,0.6905689,0,True
syn-01505,21.70988,23.38530,0.5346195,0,True
syn-01506,76.94119,0.00000,0.6888760,1,True
syn-01507,35.67962,22.35446,0.7191882,0,True
syn-01508,31.31292,20.62098,0.5428137,0,True
syn-01509,48.17623,22.49952,0.8477440,1,True
syn-01510,32.10880,19.36153,0.9262466,0,True
syn-01511,34.16294,20.95523,0.8002176,0,True
syn-01512,9.72123,17.27024,0.5054002,0,True
syn-01513,12.32984,16.71627,0.6075735,0,True
syn-01514,44.35768,18.44250,0.7011209,1,True
syn-01515,140.00000,17.76355,0.8966344,1,True
syn-01516,34.51523,10.89968,0.1655239,0,True
syn-01517,31.61261,14.53177,0.5086013,0,True
syn-01518,23.00805,22.61527,0.7166217,0,True
syn-01519,54.91452,14.49382,0.5333306,0,True
syn-01520,41.96262,9.19092,0.7841249,0,True
syn-01521,31.84333,8.27561,0.6075199,0,True
syn-01522,13.79761,2.73554,0.3116752,0,True
syn-01523,32.01604,18.11582,0.6996955,1,True
syn-01524,51.49041,6.54379,0.6404274,1,True
syn-01525,24.25160,5.45806,0.6027052,0,True
syn-01526,23.90156,0.00000,0.5577717,1,True
syn-01527,22.85790,19.00646,0.4130301,0,True
syn-01528,42.65063,12.27405,0.8275235,1,True
syn-01529,20.49062,18.00696,0.4421995,0,True
syn-01530,7.61540,10.63602,0.4277381,0,True
syn-01531,51.28918,4.72890,0.5249223,1,True
syn-01532,8.35782,21.22340,0.6712584,0,True
syn-01533,6.92715,10.70678,0.4965830,0,True
syn-01534,13.07691,0.00000,0.7264872,0,True
syn-01535,14.50742,36.10659,0.2096103,0,True
syn-01536,14.17201,24.34173,0.2149047,0,True
syn-01537,25.49271,21.21760,0.6617067,0,True
syn-01538,42.53867,10.55015,0.4518355,0,True
syn-01539,2.93435,8.86852,0.5252302,0,True
syn-01540,31.56993,11.20511,0.6818689,0,True
syn-01541,11.56112,16.12275,0.7601620,0,True
syn-01542,6.03542,2.90866,0.8700566,0,True
syn-01543,13.88534,4.55934,0.7198608,0,True
syn-01544,45.74622,0.50622,0.8053493,0,True
syn-01545,99.65546,5.28299,0.2891577,1,True
syn-01546,11.99476,10.94007,0.3784853,0,True
syn-01547,30.29672,19.15212,0.7173417,0,True
syn-01548,40.14581,16.89966,0.8478109,1,True
syn-01549,20.61535,9.71089,0.7081098,0,True
syn-01550,4.69549,20.23365,0.6924743,0,True
syn-01551,49.78180,27.75812,0.6313480,0,True
syn-01552,64.46719,3.14459,0.7601603,1,True
syn-01553,92.61322,0.00000,0.8406695,1,True
syn-01554,29.80071,22.15747,0.3926318,0,True
syn-01555,23.88020,17.27285,0.8491153,1,True
syn-01556,29.64133,15.85312,0.8093830,0,True
syn-01557,48.46044,7.69139,0.6037760,1,True
syn-01558,101.81486,23.46358,0.5393779,0,True
syn-01559,47.54815,10.03931,0.7896842,0,True
syn-01560,15.24854,23.87436,0.6273873,0,True
syn-01561,14.17411,12.83534,0.8697680,1,True
syn-01562,101.56205,0.00000,0.6776235,1,True
syn-01563,10.15437,15.47286,0.8229279,1,True
syn-01564,2.76625,8.55887,0.6040153,0,True
syn-01565,26.92545,5.64227,0.8142125,1,True
syn-01566,10.48288,11.95124,0.7067505,0,True
syn-01567,18.28666,6.26540,0.3315097,0,True
syn-01568,19.17078,6.31187,0.5475090,0,True
syn-01569,78.07223,6.97374,0.8431220,1,True
syn-01570,35.84768,7.04352,0.9762976,1,True
syn-01571,43.25494,10.87151,0.7853266,1,True
syn-01572,38.61333,15.86029,0.9635389,0,True
syn-01573,58.99552,7.40110,0.2411410,1,True
syn-01574,2.72897,1.52915,0.7624121,0,True
syn-01575,16.98547,18.88271,0.5028956,0,True
syn-01576,33.90877,14.51969,0.5685388,1,True
syn-01577,47.71923,0.00000,0.4859736,0,True
syn-01578,43.29959,23.96307,0.6948363,0,True
syn-01579,14.61416,14.02263,0.7207406,0,True
syn-01580,58.12177,0.00000,0.9389239,1,True
syn-01581,12.68480,29.14628,0.3900177,0,True
syn-01582,17.67272,34.84312,0.7085928,0,True
syn-01583,27.45028,10.31476,0.5531833,0,True
syn-01584,37.04628,0.00000,0.7166681,1,True
syn-01585,19.56913,23.82304,0.6504325,0,True
syn-01586,35.12884,8.09163,0.8454230,1,True
syn-01587,27.97591,6.79333,0.7470856,0,True
syn-01588,37.20883,5.45257,0.8062794,1,True
syn-01589,39.11123,28.99944,0.6162149,0,True
syn-01590,39.68402,19.79063,0.6883661,0,True
syn-01591,7.40730,21.75695,0.7637429,0,True
syn-01592,3.03988,7.99924,0.6312541,0,True
syn-01593,12.53019,0.11865,0.5356466,0,True
syn-01594,22.67666,30.77388,0.2824935,0,True
syn-01595,34.31034,20.00733,0.3831147,0,True
syn-01596,44.52645,4.09276,0.6973937,1,True
syn-01597,48.59418,12.05365,0.7357702,0,True
syn-01598,79.01714,23.62700,0.8043174,1,True
syn-01599,23.82055,26.63278,0.2365695,0,True
syn-01600,54.26089,21.74161,0.7641513,1,True
syn-01601,24.44681,16.20313,0.4625767,0,True
syn-01602,65.23629,32.41190,0.7019501,0,True
syn-01603,15.66226,13.31371,0.8416592,0,True
syn-01604,12.77803,0.00000,0.8398560,0,True
syn-01605,51.82902,2.12573,0.4300281,1,True
syn-01606,27.00441,11.60250,0.5912554,0,True
syn-01607,6.71786,31.51153,0.3491110,0,True
syn-01608,74.70229,10.30597,0.5707069,0,True
syn-01609,49.07613,10.21502,0.2880588,0,True
syn-01610,21.44331,2.43378,0.2854422,0,True
syn-01611,9.46202,26.21795,0.2701375,0,True
syn-01612,73.03905,1.84523,0.9505051,1,True
syn-01613,74.88791,0.00000,0.6025571,1,True
syn-01614,64.22157,14.79434,0.6003563,0,True
syn-01615,63.15187,0.00000,0.5006356,1,True
syn-01616,62.24030,23.80710,0.7189597,1,True
syn-01617,28.72449,11.68141,0.7975894,1,True
syn-01618,16.76357,26.81100,0.6774619,0,True
syn-01619,30.53227,12.04083,0.5069366,1,True
syn-01620,63.89845,23.82058,0.2954547,0,True
syn-01621,37.17634,28.23841,0.5646650,1,True
syn-01622,56.82587,7.82580,0.5252680,0,True
syn-01623,119.69324,4.68327,0.6574598,1,True
syn-01624,88.78219,5.27416,0.5365822,1,True
syn-01625,10.09204,1.19779,0.4033311,0,True
syn-01626,38.08619,17.22491,0.4662882,0,True
syn-01627,39.43304,0.40219,0.8411582,1,True
syn-01628,47.90036,16.04696,0.6018469,1,True
syn-01629,91.80877,23.32585,0.8304762,0,True
syn-01630,4.23280,19.04228,0.8192797,0,True
syn-01631,80.33643,14.59094,0.7384372,1,True
syn-01632,28.13456,16.63542,0.7294929,1,True
syn-01633,7.85764,14.34250,0.6837428,1,True
syn-01634,9.57844,0.00000,0.7045745,0,True
syn-01635,20.81993,7.10232,0.3295124,0,True
syn-01636,36.90895,14.84497,0.7786164,0,True
syn-01637,35.48967,5.10617,0.7990988,0,True
syn-01638,46.92904,7.75795,0.6965092,0,True
syn-01639,60.09552,24.01899,0.4176989,0,True
syn-01640,12.68329,3.83393,0.4637921,0,True
syn-01641,38.30549,8.46210,0.6897218,1,True
syn-01642,77.26250,16.71393,0.7718781,1,True
syn-01643,14.44841,0.00000,0.3614151,0,True
syn-01644,19.15018,16.81368,0.4158694,0,True
syn-01645,7.93434,17.80682,0.6026413,0,True
syn-01646,13.71402,28.48452,0.3503830,0,True
syn-01647,8.19366,10.99762,0.7322474,0,True
syn-01648,48.88725,17.60751,0.7836805,1,True
syn-01649,73.69238,6.23059,0.5970316,1,True
syn-01650,37.64314,21.49338,0.6556308,0,True
syn-01651,62.16004,24.72312,0.2559559,0,True
syn-01652,99.37790,17.78459,0.7432360,1,True
syn-01653,33.09307,11.62719,0.7475151,0,True
syn-01654,81.41147,7.28912,0.5128705,0,True
syn-01655,34.45652,26.57525,0.9428983,0,True
syn-01656,61.44817,16.81672,0.4980679,0,True
syn-01657,20.17199,22.19901,0.9497098,0,True
syn-01658,56.77194,26.84803,0.2423796,0,True
syn-01659,23.20028,27.27999,0.6961001,0,True
syn-01660,33.76838,12.10373,0.8859667,1,True
syn-01661,69.08144,28.99220,0.4287902,0,True
syn-01662,39.74106,0.00000,0.7608063,1,True
syn-01663,56.02216,9.21458,0.1930816,0,True
syn-01664,6.83747,19.63109,0.1558145,0,True
syn-01665,15.25717,0.00000,0.6251697,0,True
syn-01666,36.13863,6.95164,0.5720100,1,True
syn-01667,120.11000,3.86921,0.3430712,1,True
syn-01668,14.69600,3.99643,0.2711328,0,True
syn-01669,20.64732,0.00000,0.2216430,1,True
syn-01670,32.46866,18.74877,0.5716462,0,True
syn-01671,23.13061,22.95909,0.6968391,0,True
syn-01672,44.98148,10.04523,0.8917543,0,True
syn-01673,3.64539,11.02906,0.6936485,0,True
syn-01674,30.41659,18.63169,0.6478279,0,True
syn-01675,37.97927,16.01443,0.2605861,0,True
syn-01676,4.41848,10.68041,0.8559656,0,True
syn-01677,13.47854,24.11578,0.5015833,0,True
syn-01678,8.37995,33.33095,0.4298189,0,True
syn-01679,18.32789,16.50475,0.7209580,0,True
syn-01680,48.90462,12.29375,0.9103864,1,True
syn-01681,67.41373,12.61379,0.7996368,0,True
syn-01682,50.03459,11.23453,0.8444691,1,True
syn-01683,77.27854,20.42892,0.5663478,0,True
syn-01684,66.87386,9.43974,0.3765309,0,True
syn-01685,34.93816,18.08936,0.8622196,0,True
syn-01686,30.04790,9.65153,0.3418656,0,True
syn-01687,24.40897,12.10567,0.5712067,0,True
syn-01688,96.76518,12.24004,0.6880972,1,True
syn-01689,29.95731,17.40058,0.6986870,0,True
syn-01690,21.60638,11.88748,0.8843122,1,True
syn-01691,22.18177,16.09129,0.5659505,0,True
syn-01692,29.77955,18.61457,0.9195986,0,True
syn-01693,44.60399,11.01364,0.3692448,0,True
syn-01694,24.35303,17.33337,0.2789205,0,True
syn-01695,24.85546,16.21505,0.5348549,0,True
syn-01696,38.66994,6.52310,0.5244927,0,True
syn-01697,7.26499,5.90502,0.7832608,0,True
syn-01698,140.00000,18.98063,0.8065082,1,True
syn-01699,3.95730,0.73646,0.8652156,0,True
syn-01700,21.42403,7.99609,0.6882296,0,True
syn-01701,114.40797,17.70773,0.6037357,1,True
syn-01702,27.33540,21.83749,0.4063713,0,True
syn-01703,52.39997,9.16418,0.8790036,1,True
syn-01704,39.01020,3.83863,0.7937835,1,True
syn-01705,37.00657,1.40963,0.8112198,1,True
syn-01706,29.30224,5.14228,0.7073790,1,True
syn-01707,62.75839,2.93990,0.9048245,1,True
syn-01708,17.81327,6.78212,0.1624362,0,True
syn-01709,35.59293,11.63358,0.3834412,0,True
syn-01710,17.33403,6.98318,0.8073307,0,True
syn-01711,52.49663,3.70559,0.2766847,1,True
syn-01712,18.60499,7.83124,0.6916106,0,True
syn-01713,100.05425,4.48980,0.5743836,1,True
syn-01714,23.14747,5.49297,0.6532720,0,True
syn-01715,63.31524,8.64039,0.6845329,1,True
syn-01716,34.51567,3.56194,0.3622242,1,True
syn-01717,105.02544,7.75154,0.1477917,1,True
syn-01718,40.69852,19.44165,0.2967315,0,True
syn-01719,63.08333,23.64151,0.6855646,1,True
syn-01720,130.88226,14.17334,0.4396531,1,True
syn-01721,51.75233,16.34231,0.5435227,0,True
syn-01722,140.00000,0.00000,0.7160103,1,True
syn-01723,24.86505,13.28872,0.4763752,0,True
syn-01724,11.43473,4.34524,0.3713372,0,True
syn-01725,29.93593,1.33986,0.4253771,0,True
syn-01726,69.03902,2.00809,0.5278888,1,True
syn-01727,13.06701,5.33954,0.7604959,0,True
syn-01728,96.03880,11.29578,0.2966021,1,True
syn-01729,7.68102,20.03246,0.7521045,0,True
syn-01730,7.00773,8.55149,0.5091369,0,True
syn-01731,18.81349,20.30352,0.4993271,0,True
syn-01732,64.09808,20.41791,0.6286187,1,True
syn-01733,34.13901,14.37406,0.5574436,1,True
syn-01734,6.21627,6.97473,0.6118512,0,True
syn-01735,8.91021,1.55193,0.6388740,0,True
syn-01736,57.81794,0.00000,0.3981718,1,True
syn-01737,38.43639,12.27079,0.8375201,0,True
syn-01738,22.71688,17.80600,0.3276186,0,True
syn-01739,9.39041,4.07843,0.8825845,1,True
syn-01740,61.23053,0.00000,0.8895602,1,True
syn-01741,22.06005,7.04835,0.7219638,1,True
syn-01742,59.67011,4.99981,0.8268863,1,True
syn-01743,19.21356,0.00000,0.4455465,0,True
syn-01744,7.75091,22.34337,0.8217957,1,True
syn-01745,11.05466,9.07597,0.7405077,0,True
syn-01746,19.46716,15.92282,0.7621095,0,True
syn-01747,57.67115,14.71589,0.7226462,0,True
syn-01748,57.22107,13.87513,0.2749240,0,True
syn-01749,36.41917,17.51526,0.8624191,1,True
syn-01750,31.52987,26.21309,0.6437240,0,True
syn-01751,21.53713,27.16182,0.8597062,0,True
syn-01752,50.32428,25.87222,0.5267699,0,True
syn-01753,62.25684,7.11612,0.5159879,0,True
syn-01754,82.21372,2.60997,0.5743134,1,True
syn-01755,28.64110,24.15031,0.7883742,0,True
syn-01756,40.86783,4.36298,0.2247695,0,True
syn-01757,54.10890,5.59815,0.7431225,1,True
syn-01758,68.06527,20.01173,0.7832729,0,True
syn-01759,12.18059,12.16478,0.6930056,0,True
syn-01760,2.81549,13.92567,0.2972907,0,True
syn-01761,75.14540,19.00645,0.3613720,0,True
syn-01762,32.61063,22.79561,0.7598976,0,True
syn-01763,59.37932,5.97795,0.8388866,1,True
syn-01764,11.06412,30.31072,0.6721183,0,True
syn-01765,109.89235,14.12968,0.6623169,1,True
syn-01766,57.57717,10.49103,0.7333981,1,True
syn-01767,7.27485,14.88476,0.7600897,0,True
syn-01768,23.25044,4.55644,0.4170488,0,True
syn-01769,75.29559,5.25888,0.8783436,1,True
syn-01770,17.25457,22.83852,0.6365974,0,True
syn-01771,25.96493,17.79481,0.1245585,0,True
syn-01772,25.78207,21.68690,0.6245989,0,True
syn-01773,31.70660,10.69359,0.5211288,0,True
syn-01774,51.05219,4.43303,0.5270291,1,True
syn-01775,67.13309,8.66925,0.7714607,1,True
syn-01776,87.78158,14.41368,0.0557669,0,True
syn-01777,106.05035,6.55210,0.7879186,1,True
syn-01778,24.48512,19.09334,0.7617499,0,True
syn-01779,45.57480,2.09530,0.4816233,0,True
syn-01780,36.42894,13.73522,0.7644747,0,True
syn-01781,17.76633,9.60003,0.8645353,0,True
syn-01782,20.43937,7.01052,0.6883833,0,True
syn-01783,37.85167,3.46203,0.5646337,0,True
syn-01784,26.89006,0.40333,0.6362639,1,True
syn-01785,45.40786,7.83157,0.6888774,0,True
syn-01786,10.51960,9.71221,0.3332804,0,True
syn-01787,28.38955,0.00000,0.7444078,0,True
syn-01788,60.61126,6.42931,0.3879714,1,True
syn-01789,25.38252,30.32974,0.1196032,0,True
syn-01790,31.31326,36.07775,0.6442351,0,True
syn-01791,11.64900,1.36932,0.6084940,1,True
syn-01792,72.59225,20.13736,0.7994506,1,True
syn-01793,81.76318,0.00000,0.6955756,1,True
syn-01794,18.34513,11.24051,0.1462756,0,True
syn-01795,15.31454,28.16037,0.5931088,0,True
syn-01796,59.70535,9.42676,0.9303108,1,True
syn-01797,14.91692,0.00000,0.7332665,1,True
syn-01798,40.89912,0.00000,0.3681824,0,True
syn-01799,18.98862,12.78538,0.5783110,0,True
syn-01800,66.92894,14.89173,0.7118105,0,True
syn-01801,12.18887,3.49302,0.6334340,0,True
syn-01802,27.09119,20.70049,0.5304090,1,True
syn-01803,76.40253,32.50469,0.8066992,0,True
